,Category,Code,Case,Text,Coder,Date,Words,% Words,Comment,Variable
58,eventos meteorológicos,lluvia, del 16 al 22 de febrero de 2004,"El tiempo esta semana se pr esentar á más templado que la semana anterior con temper atur as que no super ar án los 28ºC. El cielo se pr esentar á par cialmente nublado dur ante toda la semana, per o no se r egistr ar án pr ecipitaciones de inter és agr onómico, apenas chaparr ones coster os. En primer a instancia tampoco se r egistarían lluvias significativas la semana pr ó xima.",Admin,26/6/2020,74,"11,60%",,DOCUMENT
59,eventos meteorológicos,lluvia, del 17 al 23 de mayo de 2004,T el: 4001684 - 4028056 / Monte video - Uruguay   No se r egistr ar án pr ecipitaciones de inter és agr onómico esta semana. Se esper an importantes lluvias  entr e 35 mm y 45 mm  par a la pr ó xima semana en todo el territorio uruguayo.,Admin,26/6/2020,46,"6,60%",,DOCUMENT
60,eventos meteorológicos,lluvia, del 19 al 25 de abril del 2004,"El tiempo esta semana ser á templado , con temper atur as que aumentar án conforme la semana avance. Las máximas ser án de 22 ºC par a el sur y 25 °C par a el norte. Las lluvias ingr esar án al territorio nacional por el norte el día jue ves y se desplazar án hacia el sur abar cando la totalidad de la superficie el día viernes. Los r egistr os acumulados ser án de entr e 10 mm y 25 mm.",Admin,26/6/2020,83,"8,70%",,DOCUMENT
61,eventos meteorológicos,lluvia, DEL 19 AL 25 DE ENERO DEL 2004,"T el: 4001684 - 4028056 / Monte video - Uruguay   El cielo se pr esentar á par cialmente nublado. Los diversas agencia meteor ológicas encuentr an discr epancias en cuanto al r égimen pluviométrico de esta semana. A pesar de ello, se pueden esper ar lluvias aisladas en el nor oeste del país en estas hor as, aunque las mismas no super ar án los 10 mm. Los pr onósticos a 10 días también muestr an ausencias de lluvias, situación que empie za a pr eocupar en diversos sector es del agr o uruguayo.",Admin,26/6/2020,91,"12,70%",,DOCUMENT
62,eventos meteorológicos,lluvia, del 1º al 7 de marzo de 2004,El tiempo esta semana se pr esentar á templado con temper atur as máximas que no super ar án los 30ºC. Se esper an lluvias en todo el territorio par a el día miér coles las cuales oscilar án entr e 20 mm y 25 mm al sur y norte del país r espectivamente.,Admin,26/6/2020,54,"8,80%",,DOCUMENT
63,eventos meteorológicos,lluvia, del 2 al 8 de febrero de 2004,"El tiempo esta semana se pr esentar á templado en el sur con máximos que no alcanzar án los 30ºC y cálido en el norte, donde las máximas temper atur as oscilar án entr e 30ºC y 31ºC. En cuanto a la nubosidad, la misma ser á variable, cubriendo par cialmente el cielo en pr ácticamente todo el territorio. Se r egistr ar án pr ecipitaciones a partir del día miér coles en el litor al oeste. Las mismas llegar án al este el día viernes. El pr omedio de lluvias ser á de 30 mm.",Admin,26/6/2020,96,"14,50%",,DOCUMENT
64,eventos meteorológicos,lluvia, del 25 al 29 de febrero de 2004,"El tiempo en lo que r esta de esta semana se pr esentar á cálido en todo el territorio. Se esper a que las lluvias que se r egistr ar án dur ante el fin de semana en Ar gentina arriben a Uruguay par a comienzos de la semana pr ó xima. Las mismas abar car án la zona oeste del país. Par a comienzos de la semana entr ante, las pr ecipitaciones cubrir án a todo el país. Las mismas ser án del or den de los 30 mm.",Admin,26/6/2020,90,"13,60%",,DOCUMENT
65,eventos meteorológicos,lluvia, del 26 de abril al 2 de mayo de 2004,"Esta semana el tiempo se pr esentar á frío, con temper atur as máximas cer canas a los 20 ºC. Éstas descender án hacia finales de la semana con mínimas que llegar án a los 6 ºC. Se esper an lluvias importantes par a el este y el nor este del país par a el día viernes, que ser án del or den de los 20 mm a 25 mm.",Admin,26/6/2020,70,"11,30%",,DOCUMENT
66,eventos meteorológicos,lluvia, DEL 26 DE ENERO AL 1º DE FEBRERO,"T el: 4001684 - 4028056 / Monte video - Uruguay   El cielo se pr esentar á soleado y par cialmente nublado. No se pr onostican lluvias de inter és agr onómico en todo el país lo que a esta altur a, sobr e todo debido a las ele vadas temper atur as acaecidas dur ante la semana anterior, comienza a pr eocupar a los agricultor es de todo el país. A partir del domingo se esper an algunas lluvias de entidad en el litor al oeste que r ondar án entr e 10 mm y 20 mm.",Admin,26/6/2020,94,"13,30%",,DOCUMENT
67,eventos meteorológicos,lluvia, del 29 de marzo al 4 de abril de de 2004,"T el: 4001684 - 4028056 / Monte video - Uruguay   El miér coles habr á lluvias importantes en Ar gentina, per o que en su mayoría se disipan antes de ingr esar a Uruguay. Las mayor es posibilidades de pr ecipitaciones son en el norte del país, entr e jue ves y viernes. Los días ser án, como hasta ahor a, mayormente soleados y con ele vadas temper atur as par a la época, aunque el miér coles estar á mayormente nublado.",Admin,26/6/2020,79,"10,60%",,DOCUMENT
68,eventos meteorológicos,lluvia, del 3 al 9 de mayo 2004,"T el: 4001684 - 4028056 / Monte video - Uruguay   Las máximas y mínimas pr omedio par a el sur del país ser án de 14 ºC y 8 ºC r espectivamente, mientr as que en el norte los r egistr os térmicos par a ambas puntas ser án de 16 ºC y de 6ºC. Se esper an importante lluvias en todo el país, que ingr esar án por el norte el día jue ves, gener alizándose a todo el país par a el viernes, mientr as que dur ante la jornada del día sábado las pr ecipitaciones se desplazar án hacia la r egión este del país. El pr omedio de lluvias ser á de 25 mm par a todo el territorio, aunque el nor este r egistr ar á mayor es tenor es de agua que super ar án los 45 mm.",Admin,26/6/2020,141,"19,00%",,DOCUMENT
69,eventos meteorológicos,lluvia, del 8 al 14 de marzo de 2004,El tiempo esta semana se pr esentar á templado con temper atur as máximas que no super ar án los 25ºC y mínimasd que pueden situarse por debajo de los 10ºC. La nubosidad se pr esentar á variable dur ante la semana. Esta semana no se r egistr ar án lluvias de entidad en el terrir orio nacional. Se esper an pr ecipitaciones de inter és agr onómico r ecién la par a la semana entr ante.,Admin,26/6/2020,77,"12,00%",,DOCUMENT
70,eventos meteorológicos,lluvia, DEL 9 AL 15 DE FEBRERO DE 2004,"Esta semana el tiempo se pr esentar á cálido en el sur y norte del país con nubosidades variables. Las máximas temper atur as al sur de Río Negr o oscilar án entr e 28ºC y 31ºC, mientr as que en el norte r ondar án los 32ºC. No se pr e vén pr ecipitaciones de entidad dur ante esta semana e x ceptuando algunos chaparr ones en el centr o del país el día sábado que no super ar án los 11 mm. Se esper an lluvias de mayor entidad par a la semana pr ó xima.",Admin,26/6/2020,98,"13,90%",,DOCUMENT
71,eventos meteorológicos,tormenta, LLOVERÁ COPIOSAMENTE,"El pronó s t i c o  p a r a  h o y  r e ? e r e  a  u n  c i e l o  n u b o s o  y  c u b i e r t o  c o n  f o r m a c i ón de tormentas y precipitaciones moderadas y abundantes, mejorando desde el suroeste hacia el ?nal del dí a  c o n  d e s c e n s o  d e  t e m p e r a t u r a",Admin,26/6/2020,94,"14,80%",,DOCUMENT
72,eventos meteorológicos,lluvia, LLOVERÁ COPIOSAMENTE,"Para la jornada de hoy se esperan lluvias con volú m e n e s  p u n t u a l e s  e n t r e  8 0  y  1 0 0 mm., así  c o m o  l a  f o r m a c i ón de tormentas dispersas con algunas rachas ocasionalmente muy fuertes (50 - 65 km/h).",Admin,26/6/2020,64,"10,10%",,DOCUMENT
73,eventos meteorológicos,lluvia, Resumen semanal_ del 14 al 20 de junio de 2004 - Edición 296,"La nubosidad ser á variable dur ante la semana, aumentando desde el miér coles. Cabe la posibilidad de escasas pr ecipitaciones entr e miér coles y jue ves al sur del país per o no todos los pr onósticos afirman la ocurr encia de lluvias. Éstas se aguar dan r ecién par a la semana pr ó xima en todo el país, siendo más importantes par a el sudoeste del territorio.",Admin,26/6/2020,71,"9,50%",,DOCUMENT
74,eventos meteorológicos,lluvia, Resumen semanal_ del 21 al 27 de junio de 2004 - Edición 297,"La nubosidad ser á variable dur ante la semana, disminuyendo hacia fines de la semana en el sur, mientr as que par a el norte, se esper an cielos cubiertos par a el viernes. Se esper an pr ecipitaciones de entidad hacia el fin de semana y también en la pr ó xima, aunque los pr onósticos mantienen difer encias. Las lluvias cubrir án todo el territorio y oscilar án entr e 20 mm y 30 mm. Al igual que la semana r ecién finalizada, los r egistr os pluviométricos ser án más importantes en el sudoeste del país.",Admin,26/6/2020,99,"13,00%",,DOCUMENT
75,eventos meteorológicos,lluvia, Resumen semanal_ del 24 al 30 de mayo de 2004,"T el: 4001684 - 4028056 / Monte video - Uruguay   En este sentido, se esper an par a el martes y miér coles lluvias de entidad (hasta 50 mm) par a toda la r egión sur y centr o de Uruguay, mejor ando par a fines de la semana aunque con descensos mar cados de la temper atur a.",Admin,26/6/2020,56,"8,00%",,DOCUMENT
76,eventos meteorológicos,lluvia, Resumen semanal_ del 28 de junio al 4 de julio de 2004 - Edición 298,Continuar án las lluvias esta semana en todo el país. Estás comenzar án el miér coles y tendr án mayor intensidad en la r egión centr o norte y centr o sur. Los r egistr os par a este día pueden alcanzar los 30 mm a 25 mm. El jue ves las mismas se gener alizar án y tendr án mayor magnitud en la r egión sudoeste y oeste del país. Los r egistr os pueden alcanzar los 30 mm.,Admin,26/6/2020,80,"10,70%",,DOCUMENT
77,eventos meteorológicos,lluvia, Resumen semanal_ del 31 de mayo al 6 de junio de 2004,"El tiempo esta semana seguir á frío y se pr e vén heladas par a algunas r egiones del país. El sur pr esentar á mínimas que oscilar án entr e 4 ºC y 6 ºC, mientr as que el norte tendr á r egistr os mínimos entr e 3 ºC y 7 ºC. Los pr onósticos de pr ecipitaciones son variables par a esta semana. Igualmente, no se esper an lluvias de entidad agr onómica.",Admin,26/6/2020,76,"11,60%",,DOCUMENT
78,eventos meteorológicos,lluvia, 11 AL 17 DE OCTUBRE DE 2004,Las ansiadas lluvias estarían llegando mañana martes y cubrirían todo el país. Los r egistr os oscilar án entr e 35 mm y 50 mm. Las pr ecipitaciones ser án más intensas en el Centr o del país.,Admin,2/7/2020,38,"6,20%",,DOCUMENT
79,eventos meteorológicos,lluvia, 15 AL 21 DE NOVIEMBRE DE 2004,"Las lluvias vuelven al centr o y sur del país mañanna martes y no super ar án los 20 mm, per o no se descartan pequeños r egistr os en el r esto del territorio uruguayo. T r as despejar el miér coles, las lluvias volverían el martes de la semana pr ó xima.  Los r egistr os térmicos pr omedio par a todo el país que oscilar án entr e 15 ºC y 20 ºC.",Admin,2/7/2020,76,"10,30%",,DOCUMENT
80,eventos meteorológicos,lluvia, 1º AL 7 DE NOVIEMBRE DE 2004,"Se pr e vén lluvias muy importante en todo el país, per o especialmente en la r egión Norte del mismo en donde los r egistr os pueden ser de hasta 150 mm.",Admin,2/7/2020,33,"4,40%",,DOCUMENT
81,eventos meteorológicos,lluvia, 22 AL 28 DE NOVIEMBRE DE 2004,"V uelven las lluvias al país, per o ser án br e ves. Éstas entr ar án al país por el Oeste, mañana martes de noche. Las mismas ser án de entidad y alcanzar án los 50 mm en algunas zonas del litor al sur. Par a el fin de semana se esper an cielos despejados. Par a la semana pr ó xima no se pr onostican lluvias.  Los r egistr os térmicos ser án más cálidos esta semana tomando en consider ación la anterior. En pr omedio par a todo el país los r egistr os térmicos oscilar án entr e 20 ºC y 25ºC.",Admin,2/7/2020,106,"16,00%",,DOCUMENT
82,eventos meteorológicos,lluvia, 25 AL 31 DE OCTUBRE DE 2004,Se pr e vén lluvias al sur del territorio dur ante el tr anscurso de la semana. Las mismas oscilar án entr e 10 y 20 mm y ser án de menor entidad en el centr o del país.,Admin,2/7/2020,39,"5,50%",,DOCUMENT
83,eventos meteorológicos,lluvia, 27 DE SETIEMBRE AL 3 DE OCTUBRE DE 2004,"Par a la semana entr ante tampoco se estarían r egistr ando lluvias, en tanto que las temper atur as ser án un poco mayor es en todo el país y oscilar án entr e 15 ºC y 20 ºC.",Admin,2/7/2020,40,"6,40%",,DOCUMENT
84,eventos meteorológicos,lluvia, 29 DE NOVIEMBRE AL 5 DE DICIEMBRE DE 2004,"Los r egistr os pluviométrticos de esta semana ingr esar án por el sudoeste el día sábado, e xtendiéndose al centr o del país en el corr er del día. Las lluvias no serían muy abundantes.",Admin,2/7/2020,36,"5,70%",,DOCUMENT
85,eventos meteorológicos,lluvia, 4 AL 10 DE OCTUBRE DE 2004,"Ex cepción hecha de algunos chaparr ones que se esper an par a la noche del viernes y que no cubrir án todo el país, las lluvias no arribarían a Uruguay hasta la semana pr ó xima, en la que se esper an pr ecipitaciones que oscilar án entr e los 35 y 50 mm. Las temper atur as pr omedio esta semana oscilar án entr e 15 ºC y 20 ºC. La semana pr ó xima, las mismas ser án un poco inferior es y variar án entr e 10 ºC Y 20 ºC.",Admin,2/7/2020,95,"15,00%",,DOCUMENT
86,eventos meteorológicos,lluvia, 6 AL 12 DE DICIEMBRE DE 2004,"Esta semana volver án a caer lluvias de entidad. Las mismas entr ar án el martes de noche por el litor al oeste y cubrir án todo el territorio hasta el jue ves inclusive, aunque el viernes pueden r egistr arse algunas pr ecipitaciones aisladas. Se pueden esper ar r egistr os arriba de 50 mm en varias localidades del país. Las lluvias continuar án la semana pr ó xima y según los informes climáticos también ser án de entidad. El miér coles se esper a un tempor al con vientos fuertes del sur y sur este.",Admin,2/7/2020,97,"13,30%",,DOCUMENT
87,eventos meteorológicos,lluvia, 8 AL 14 DE NOVIEMBRE DE 2004,"Esta semana continuar án las lluvias en todo el territorio, a pesar de que las mismas ser án de menor entidad que la semana anterior.",Admin,2/7/2020,25,"3,30%",,DOCUMENT
88,eventos meteorológicos,lluvia, DEL 13 AL 18 DE JULIO DE 2004,V uelven las lluvias al país luego de dos semanas sin r egistr os de importancia.,Admin,2/7/2020,16,"2,20%",,DOCUMENT
89,eventos meteorológicos,lluvia, DEL 13 AL 19 DE SETIEMBRE DE 2004,"No están pr e vistas lluvias hasta el pr ó ximo fin de semana en todo el territorio uruguayo, en tanto que las temper atur as ir án gr adualmente en ascenso luego de los intensos fríos del fin de semana.",Admin,2/7/2020,41,"5,60%",,DOCUMENT
90,eventos meteorológicos,lluvia, DEL 16 AL 22 DE AGOSTO DE 2004,"Las lluvias, que comenzar on el domingo de tar de, continuar án desplazándose hacia el centr o y oeste del territorio e ir án cobr ando mayor intensidad. Se esper an r egistr os par a mañana martes del or den de los 20 mm.",Admin,2/7/2020,45,"5,40%",,DOCUMENT
91,eventos meteorológicos,lluvia, DEL 18 AL 24 DE OCTUBRE DE 2004,"Las lluvias volver án a todo el territorio par a el fin de semana, par a cuando se aguar dan r egistr os del or den de los 30 mm en los departamentos norteños. Al sur y oeste las pr ecipitaciones oscilar án en el eje de los 11 mm. En el",Admin,2/7/2020,52,"8,40%",,DOCUMENT
92,eventos meteorológicos,lluvia, del 2 al 8 de agosto de 2004,"Las lluvias volver án el jue ves en todo el territorio, aunque las mismas ser án de mayor magnitud al Centr o; se esper an r egistr os de entr e 60 y 80 mm.",Admin,2/7/2020,35,"4,80%",,DOCUMENT
93,eventos meteorológicos,lluvia, DEL 21 AL 28 DE SETIEMBRE DEL 2004,"Esta semana no pr esentar á pr ecipitaciones de entidad, aunque pueden esper arse lluvias de escasa entidad en el nor este del país, las que se supone no ser án de más de 10 mm.",Admin,2/7/2020,36,"5,40%",,DOCUMENT
94,eventos meteorológicos,lluvia, DEL 23 AL 29 DE AGOSTO DE 2004,"Esta semana no se esper an pr ecipitaciones en todo el territorio, en tanto que el pr onóstico a 10 días tampoco estaría indicando lluvias. Continúan los temor es de los arr ocer os que no se vier on beneficiados por las pr ecipitaciones acaecidas dur ante la semana r ecién culminada.  Las temper atur as pr omedio de esta semana oscilar án entr e los 10ºC y los 15ºC.",Admin,2/7/2020,70,"10,60%",,DOCUMENT
95,eventos meteorológicos,lluvia, DEL 26 DE JULIO AL 1º DE AGOSTO DE 2004,"El tiempo esta semana pr esentar á lluvias en la r egión centr o, las que llegar án el día miér coles o jue ves, siendo más importantes al Norte del Río Negr o. En esta zona los r egistr os oscilar án entr e 17 mm y 20 mm. Las lluvias ser án menor es y casi ine xistentes en el litor al oeste y en la r egión Este.  Las temper atur as par a esta semana ser án superior es a lo normal y oscilar án entr e 10 ºC y 15 ºC en pr omedio.",Admin,2/7/2020,99,"14,50%",,DOCUMENT
96,eventos meteorológicos,lluvia, DEL 30 AL 5 DE SETIEMBRE DE 2004,"No se esper an lluvias par a esta semana y se pr e vé que las mismas vuelvan r ecién la semana entr ante. Los pr onósticos estiman que las pr ecipitaciones de la semana entr ante sean muy abundantes, en el entorno de los 60 mm en el Sudoeste del país y de 35 mm al norte del Río Negr o.",Admin,2/7/2020,62,"8,20%",,DOCUMENT
97,eventos meteorológicos,lluvia, DEL 6 AL 12 DE SETIEMBRE DE 2004,"Esta semana se esper an lluvias de entidad en pr ácticamente todo el territorio, las que se esper a aporten algo de tr anquilidad a la delicada situación de los arr ocer os.",Admin,2/7/2020,33,"4,40%",,DOCUMENT
98,eventos meteorológicos,lluvia, DEL 9 AL 15 DE AGOSTO DE 2004,No se r egistr ar án lluvias esta semana y tampoco se esper an r egistr os par a la semana entr ante. La situación ya es pr eocupante en las zonas arr ocer as y empie za a pr eocupar en casi todo el país. Por ahor a sin lluvias hasta el 20 de agosto por lo menos.,Admin,2/7/2020,59,"9,10%",,DOCUMENT
99,eventos meteorológicos,tormenta, GRANIZO PREVISTO PARA HOY,"Monte video C OMM / Portal   Con advertencia y todo, meteor ología pr onostica par a ho y un aumento de nubosidad, desmejor ando por el sur oeste con pr ecipitaciones y tormentas puntualmente intensas. Agr ega además  pr obable pr ecipitación de gr anizo .",Admin,2/7/2020,44,"5,70%",,DOCUMENT
100,eventos meteorológicos,tormenta, GRANIZO PREVISTO PARA HOY,"Por ese motivo, se lanzó una advertencia que indica:  A partir de la tar de de ho y se pr e vén abundantes pr ecipitaciones, pr obables gr anizadas y tempor ariamente vientos arr achados que super an los 80 km/h del sector S asociados a celdas de tormenta principalmente en la zona SW del territorio nacional. En la tar de del miér coles estas condiciones afectar an la zona norte del territorio nacional .",Admin,2/7/2020,75,"9,70%",,DOCUMENT
